refund_id,order_id,payment_id,refund_date,refund_type,refund_reason,amount,currency,status,gateway,gateway_reference,customer_id
REF_003284,ORD_095626,PAY_078551,2026-05-07T10:57:13,FULL,RETURNED_ORDER,295.00,INR,SUCCESS,PayFlow,RF_00003284,CUST_003426
REF_003285,ORD_095683,PAY_078593,2026-05-09T21:28:15,FULL,RETURNED_ORDER,271.28,INR,SUCCESS,PayFlow,RF_00003285,CUST_007855
REF_003286,ORD_095700,PAY_078608,2026-04-26T01:36:34,FULL,CUSTOMER_REQUEST,671.07,INR,SUCCESS,PayFlow,RF_00003286,CUST_000908
REF_003287,ORD_095701,PAY_078609,2026-04-16T00:02:38,FULL,CUSTOMER_REQUEST,5487.00,INR,SUCCESS,PayFlow,RF_00003287,CUST_007503
REF_003288,ORD_095752,PAY_078652,2026-05-07T03:28:53,FULL,RETURNED_ORDER,743.13,INR,SUCCESS,PayFlow,RF_00003288,CUST_007051
REF_003289,ORD_095771,PAY_078667,2026-05-03T10:44:55,FULL,RETURNED_ORDER,414.18,INR,SUCCESS,PayFlow,RF_00003289,CUST_000299
REF_003290,ORD_095819,PAY_078705,2026-04-24T21:48:44,PARTIAL,CUSTOMER_REQUEST,935.27,INR,SUCCESS,PayFlow,RF_00003290,CUST_005225
REF_003291,ORD_095831,PAY_078716,2026-04-06T02:36:58,FULL,CUSTOMER_REQUEST,318.60,INR,SUCCESS,PayFlow,RF_00003291,CUST_005687
REF_003292,ORD_095858,PAY_078740,2026-04-29T16:20:55,FULL,CUSTOMER_REQUEST,836.22,INR,SUCCESS,PayFlow,RF_00003292,CUST_006023
REF_003293,ORD_095912,PAY_078787,2026-04-28T00:12:51,FULL,RETURNED_ORDER,2127.66,INR,SUCCESS,PayFlow,RF_00003293,CUST_006977
REF_003294,ORD_095914,PAY_078789,2026-04-13T01:15:14,FULL,CUSTOMER_REQUEST,2987.47,INR,SUCCESS,PayFlow,RF_00003294,CUST_005898
REF_003295,ORD_095945,PAY_078814,2026-05-09T11:40:08,FULL,RETURNED_ORDER,2303.66,INR,SUCCESS,PayFlow,RF_00003295,CUST_007490
REF_003296,ORD_095974,PAY_078840,2026-04-28T14:41:40,FULL,RETURNED_ORDER,318.60,INR,SUCCESS,PayFlow,RF_00003296,CUST_008389
REF_003297,ORD_096012,PAY_078871,2026-05-07T05:57:31,FULL,RETURNED_ORDER,678.30,INR,SUCCESS,PayFlow,RF_00003297,CUST_005988
REF_003298,ORD_096015,PAY_078874,2026-04-26T19:42:26,FULL,CUSTOMER_REQUEST,383.50,INR,SUCCESS,PayFlow,RF_00003298,CUST_000356
REF_003299,ORD_096067,,2026-04-25T08:37:17,FULL,RETURNED_ORDER,3841.32,INR,SUCCESS,,,CUST_007144
REF_003300,ORD_096068,PAY_078918,2026-04-13T10:23:19,FULL,RETURNED_ORDER,1247.67,INR,SUCCESS,PayFlow,RF_00003300,CUST_000148
REF_003301,ORD_096075,PAY_078924,2026-05-06T05:18:38,FULL,RETURNED_ORDER,1247.67,INR,SUCCESS,PayFlow,RF_00003301,CUST_003068
REF_003302,ORD_096110,PAY_078952,2026-04-26T01:22:46,FULL,RETURNED_ORDER,1397.12,INR,SUCCESS,PayFlow,RF_00003302,CUST_007017
REF_003303,ORD_096117,PAY_078957,2026-04-17T05:45:36,FULL,RETURNED_ORDER,295.00,INR,SUCCESS,PayFlow,RF_00003303,CUST_006499
REF_003304,ORD_096128,PAY_078966,2026-04-13T10:37:02,FULL,RETURNED_ORDER,704.64,INR,SUCCESS,PayFlow,RF_00003304,CUST_004935
REF_003305,ORD_096156,PAY_078986,2026-05-08T13:46:36,FULL,RETURNED_ORDER,1169.38,INR,SUCCESS,PayFlow,RF_00003305,CUST_000449
REF_003306,ORD_096175,PAY_079002,2026-04-08T21:47:27,FULL,CUSTOMER_REQUEST,377.60,INR,SUCCESS,PayFlow,RF_00003306,CUST_008108
REF_003307,ORD_096264,PAY_079080,2026-05-05T12:00:18,FULL,RETURNED_ORDER,294.94,INR,SUCCESS,PayFlow,RF_00003307,CUST_004502
REF_003308,ORD_096281,PAY_079092,2026-04-09T16:45:10,FULL,RETURNED_ORDER,283.08,INR,SUCCESS,PayFlow,RF_00003308,CUST_007947
REF_003309,ORD_096396,PAY_079186,2026-04-20T22:38:57,FULL,CUSTOMER_REQUEST,295.00,INR,SUCCESS,PayFlow,RF_00003309,CUST_000729
REF_003310,ORD_096401,PAY_079190,2026-05-02T20:38:50,FULL,CUSTOMER_REQUEST,1417.50,INR,SUCCESS,PayFlow,RF_00003310,CUST_006180
REF_003311,ORD_096413,PAY_079202,2026-04-19T04:42:31,FULL,RETURNED_ORDER,826.00,INR,SUCCESS,PayFlow,RF_00003311,CUST_008197
REF_003312,ORD_096435,PAY_079221,2026-05-09T06:08:37,FULL,RETURNED_ORDER,395.30,INR,SUCCESS,PayFlow,RF_00003312,CUST_004570
REF_003313,ORD_096480,PAY_079262,2026-04-18T06:19:59,FULL,RETURNED_ORDER,1313.34,INR,SUCCESS,PayFlow,RF_00003313,CUST_005455
REF_003314,ORD_096533,PAY_079307,2026-04-16T17:25:34,FULL,CUSTOMER_REQUEST,594.72,INR,SUCCESS,PayFlow,RF_00003314,CUST_004145
REF_003315,ORD_096585,PAY_079349,2026-04-30T01:17:56,FULL,CUSTOMER_REQUEST,402.38,INR,SUCCESS,PayFlow,RF_00003315,CUST_000559
REF_003316,ORD_096586,PAY_079350,2026-05-02T21:07:51,FULL,RETURNED_ORDER,688.94,INR,SUCCESS,PayFlow,RF_00003316,CUST_000115
REF_003317,ORD_096649,,2026-04-12T03:51:32,FULL,RETURNED_ORDER,552.36,INR,SUCCESS,,,CUST_004810
REF_003318,ORD_096683,PAY_079429,2026-05-12T07:42:10,FULL,RETURNED_ORDER,1067.90,INR,SUCCESS,PayFlow,RF_00003318,CUST_008098
REF_003319,ORD_096758,PAY_079491,2026-05-07T15:49:11,FULL,RETURNED_ORDER,687.80,INR,SUCCESS,PayFlow,RF_00003319,CUST_006310
REF_003320,ORD_096786,PAY_079516,2026-04-26T22:12:58,FULL,CUSTOMER_REQUEST,390.58,INR,SUCCESS,PayFlow,RF_00003320,CUST_005514
REF_003321,ORD_096789,PAY_079518,2026-04-30T09:15:59,FULL,RETURNED_ORDER,283.14,INR,SUCCESS,PayFlow,RF_00003321,CUST_006523
REF_003322,ORD_096804,PAY_079532,2026-04-25T16:18:10,PARTIAL,CUSTOMER_REQUEST,572.65,INR,SUCCESS,PayFlow,RF_00003322,CUST_004721
REF_003323,ORD_096941,PAY_079651,2026-04-11T11:59:17,FULL,RETURNED_ORDER,283.14,INR,SUCCESS,PayFlow,RF_00003323,CUST_008490
REF_003324,ORD_096995,PAY_079690,2026-04-13T21:59:57,FULL,CUSTOMER_REQUEST,776.38,INR,SUCCESS,PayFlow,RF_00003324,CUST_001699
REF_003325,ORD_097028,PAY_079719,2026-04-21T03:56:28,FULL,CUSTOMER_REQUEST,1164.25,INR,SUCCESS,PayFlow,RF_00003325,CUST_001490
REF_003326,ORD_097048,PAY_079736,2026-05-03T20:37:01,FULL,CUSTOMER_REQUEST,414.18,INR,SUCCESS,PayFlow,RF_00003326,CUST_003174
REF_003327,ORD_097111,PAY_079789,2026-04-27T20:11:54,PARTIAL,CUSTOMER_REQUEST,662.95,INR,SUCCESS,PayFlow,RF_00003327,CUST_004459
REF_003328,ORD_097196,PAY_079859,2026-04-29T20:13:29,FULL,RETURNED_ORDER,2306.90,INR,SUCCESS,PayFlow,RF_00003328,CUST_003901
REF_003329,ORD_097240,PAY_079893,2026-05-07T11:08:24,FULL,RETURNED_ORDER,627.29,INR,SUCCESS,PayFlow,RF_00003329,CUST_006722
REF_003330,ORD_097244,PAY_079897,2026-04-29T05:45:33,FULL,CUSTOMER_REQUEST,1118.64,INR,SUCCESS,PayFlow,RF_00003330,CUST_003021
REF_003331,ORD_097347,,2026-05-08T09:58:07,FULL,RETURNED_ORDER,395.30,INR,SUCCESS,,,CUST_008389
REF_003332,ORD_097366,PAY_079995,2026-05-09T19:53:32,FULL,RETURNED_ORDER,1145.78,INR,SUCCESS,PayFlow,RF_00003332,CUST_002958
REF_003333,ORD_097372,PAY_080000,2026-04-30T05:24:21,FULL,CUSTOMER_REQUEST,5590.84,INR,SUCCESS,PayFlow,RF_00003333,CUST_006049
REF_003334,ORD_097490,PAY_080103,2026-05-04T11:54:10,FULL,RETURNED_ORDER,742.22,INR,SUCCESS,PayFlow,RF_00003334,CUST_005429
REF_003335,ORD_097496,PAY_080108,2026-04-22T21:18:56,FULL,CUSTOMER_REQUEST,659.08,INR,SUCCESS,PayFlow,RF_00003335,CUST_006041
REF_003336,ORD_097514,PAY_080126,2026-04-27T19:06:37,FULL,CUSTOMER_REQUEST,680.86,INR,SUCCESS,PayFlow,RF_00003336,CUST_003984
REF_003337,ORD_097557,PAY_080162,2026-05-03T10:19:27,FULL,RETURNED_ORDER,2100.78,INR,SUCCESS,PayFlow,RF_00003337,CUST_000205
REF_003338,ORD_097623,PAY_080219,2026-05-04T03:19:02,FULL,RETURNED_ORDER,4105.22,INR,SUCCESS,PayFlow,RF_00003338,CUST_000182
REF_003339,ORD_097627,PAY_080223,2026-04-23T21:10:43,FULL,RETURNED_ORDER,385.74,INR,SUCCESS,PayFlow,RF_00003339,CUST_004497
REF_003340,ORD_097631,PAY_080226,2026-04-24T20:37:02,PARTIAL,CUSTOMER_REQUEST,701.30,INR,SUCCESS,PayFlow,RF_00003340,CUST_008135
REF_003341,ORD_097639,PAY_080233,2026-04-24T22:00:28,FULL,RETURNED_ORDER,827.18,INR,SUCCESS,PayFlow,RF_00003341,CUST_006507
REF_003342,ORD_097647,,2026-04-14T12:00:11,FULL,RETURNED_ORDER,968.78,INR,SUCCESS,,,CUST_003731
REF_003343,ORD_097748,PAY_080322,2026-04-14T09:42:37,FULL,RETURNED_ORDER,306.74,INR,SUCCESS,PayFlow,RF_00003343,CUST_001960
REF_003344,ORD_097786,PAY_080351,2026-04-22T23:25:47,PARTIAL,CUSTOMER_REQUEST,653.13,INR,SUCCESS,PayFlow,RF_00003344,CUST_006424
REF_003345,ORD_097851,PAY_080407,2026-04-29T12:51:44,FULL,RETURNED_ORDER,1058.46,INR,SUCCESS,PayFlow,RF_00003345,CUST_001620
REF_003346,ORD_097879,PAY_080430,2026-04-30T18:48:38,PARTIAL,CUSTOMER_REQUEST,1089.93,INR,SUCCESS,PayFlow,RF_00003346,CUST_007042
REF_003347,ORD_097918,PAY_080464,2026-04-28T21:10:24,FULL,CUSTOMER_REQUEST,6724.88,INR,SUCCESS,PayFlow,RF_00003347,CUST_007566
REF_003348,ORD_097946,PAY_080485,2026-05-04T00:31:02,FULL,RETURNED_ORDER,1068.96,INR,SUCCESS,PayFlow,RF_00003348,CUST_002765
REF_003349,ORD_097958,PAY_080495,2026-04-28T21:32:17,FULL,CUSTOMER_REQUEST,1388.92,INR,SUCCESS,PayFlow,RF_00003349,CUST_001255
REF_003350,ORD_098005,,2026-05-03T15:01:12,FULL,RETURNED_ORDER,1939.76,INR,SUCCESS,,,CUST_005337
REF_003351,ORD_098032,PAY_080554,2026-05-07T12:27:35,FULL,RETURNED_ORDER,390.58,INR,SUCCESS,PayFlow,RF_00003351,CUST_003508
REF_003352,ORD_098052,,2026-04-10T08:58:18,FULL,RETURNED_ORDER,584.22,INR,SUCCESS,,,CUST_000065
REF_003353,ORD_098085,PAY_080596,2026-04-15T00:34:40,FULL,RETURNED_ORDER,707.65,INR,SUCCESS,PayFlow,RF_00003353,CUST_000431
REF_003354,ORD_098090,PAY_080600,2026-04-10T02:25:46,FULL,RETURNED_ORDER,1095.04,INR,SUCCESS,PayFlow,RF_00003354,CUST_001035
REF_003355,ORD_098093,PAY_080602,2026-04-04T10:29:08,FULL,CUSTOMER_REQUEST,962.86,INR,SUCCESS,PayFlow,RF_00003355,CUST_002814
REF_003356,ORD_098102,PAY_080610,2026-04-23T11:13:22,FULL,RETURNED_ORDER,1152.51,INR,SUCCESS,PayFlow,RF_00003356,CUST_004362
REF_003357,ORD_098107,PAY_080615,2026-04-25T14:13:20,PARTIAL,CUSTOMER_REQUEST,697.43,INR,SUCCESS,PayFlow,RF_00003357,CUST_001150
REF_003358,ORD_098111,PAY_080617,2026-04-10T09:43:09,FULL,RETURNED_ORDER,306.80,INR,SUCCESS,PayFlow,RF_00003358,CUST_004992
REF_003359,ORD_098134,PAY_080637,2026-04-26T03:42:27,FULL,RETURNED_ORDER,686.70,INR,SUCCESS,PayFlow,RF_00003359,CUST_002401
REF_003360,ORD_098260,PAY_080746,2026-04-20T08:33:33,FULL,RETURNED_ORDER,367.81,INR,SUCCESS,PayFlow,RF_00003360,CUST_002732
REF_003361,ORD_098263,PAY_080749,2026-04-19T01:12:50,PARTIAL,CUSTOMER_REQUEST,182.11,INR,SUCCESS,PayFlow,RF_00003361,CUST_004690
REF_003362,ORD_098321,PAY_080799,2026-04-22T02:55:50,FULL,RETURNED_ORDER,1013.98,INR,SUCCESS,PayFlow,RF_00003362,CUST_006188
REF_003363,ORD_098335,,2026-04-18T16:54:51,FULL,RETURNED_ORDER,365.80,INR,SUCCESS,,,CUST_007615
REF_003364,ORD_098337,PAY_080812,2026-05-06T19:14:47,FULL,RETURNED_ORDER,1123.36,INR,SUCCESS,PayFlow,RF_00003364,CUST_003978
REF_003365,ORD_098370,,2026-04-26T06:49:04,FULL,RETURNED_ORDER,534.30,INR,SUCCESS,,,CUST_001171
REF_003366,ORD_098378,PAY_080848,2026-04-20T03:20:15,PARTIAL,CUSTOMER_REQUEST,900.58,INR,SUCCESS,PayFlow,RF_00003366,CUST_000512
REF_003367,ORD_098412,PAY_080874,2026-04-24T16:31:43,PARTIAL,CUSTOMER_REQUEST,333.11,INR,SUCCESS,PayFlow,RF_00003367,CUST_002030
REF_003368,ORD_098424,PAY_080883,2026-05-03T11:43:21,FULL,RETURNED_ORDER,596.02,INR,SUCCESS,PayFlow,RF_00003368,CUST_004578
REF_003369,ORD_098438,PAY_080895,2026-04-13T01:23:02,FULL,CUSTOMER_REQUEST,4282.88,INR,SUCCESS,PayFlow,RF_00003369,CUST_005973
REF_003370,ORD_098468,PAY_080923,2026-04-24T19:18:12,FULL,RETURNED_ORDER,4471.04,INR,SUCCESS,PayFlow,RF_00003370,CUST_008230
REF_003371,ORD_098488,,2026-04-22T22:32:58,FULL,RETURNED_ORDER,719.80,INR,SUCCESS,,,CUST_006472
REF_003372,ORD_098496,,2026-04-27T16:37:17,FULL,RETURNED_ORDER,2316.16,INR,SUCCESS,,,CUST_001955
REF_003373,ORD_098502,PAY_080952,2026-04-29T19:10:08,PARTIAL,CUSTOMER_REQUEST,521.23,INR,SUCCESS,PayFlow,RF_00003373,CUST_005195
REF_003374,ORD_098512,,2026-05-08T06:57:31,FULL,RETURNED_ORDER,2612.52,INR,SUCCESS,,,CUST_005457
REF_003375,ORD_098516,PAY_080964,2026-04-12T23:45:02,FULL,CUSTOMER_REQUEST,1105.10,INR,SUCCESS,PayFlow,RF_00003375,CUST_003985
REF_003376,ORD_098526,PAY_080973,2026-05-04T22:59:39,FULL,CUSTOMER_REQUEST,1452.58,INR,SUCCESS,PayFlow,RF_00003376,CUST_005735
REF_003377,ORD_098548,PAY_080991,2026-05-06T10:00:15,FULL,RETURNED_ORDER,959.67,INR,SUCCESS,PayFlow,RF_00003377,CUST_001619
REF_003378,ORD_098580,PAY_081016,2026-04-14T04:53:20,FULL,RETURNED_ORDER,283.14,INR,SUCCESS,PayFlow,RF_00003378,CUST_005151
REF_003379,ORD_098596,PAY_081027,2026-04-16T14:06:43,FULL,CUSTOMER_REQUEST,1332.75,INR,SUCCESS,PayFlow,RF_00003379,CUST_003610
REF_003380,ORD_098667,PAY_081083,2026-04-23T19:24:14,FULL,RETURNED_ORDER,540.56,INR,SUCCESS,PayFlow,RF_00003380,CUST_001184
REF_003381,ORD_098806,PAY_081198,2026-04-11T12:52:29,PARTIAL,CUSTOMER_REQUEST,310.95,INR,SUCCESS,PayFlow,RF_00003381,CUST_005951
REF_003382,ORD_098825,,2026-04-29T07:45:41,FULL,RETURNED_ORDER,2010.01,INR,SUCCESS,,,CUST_005640
REF_003383,ORD_098868,,2026-05-04T16:07:00,FULL,RETURNED_ORDER,2252.50,INR,SUCCESS,,,CUST_006572
REF_003384,ORD_098883,,2026-04-16T10:44:06,FULL,RETURNED_ORDER,626.58,INR,SUCCESS,,,CUST_006994
REF_003385,ORD_098937,PAY_081296,2026-04-30T16:17:28,FULL,RETURNED_ORDER,352.89,INR,SUCCESS,PayFlow,RF_00003385,CUST_002857
REF_003386,ORD_098938,PAY_081297,2026-04-25T02:36:24,PARTIAL,CUSTOMER_REQUEST,295.66,INR,SUCCESS,PayFlow,RF_00003386,CUST_007161
REF_003387,ORD_098971,,2026-04-29T04:57:56,FULL,RETURNED_ORDER,1081.50,INR,SUCCESS,,,CUST_005074
REF_003388,ORD_099027,PAY_081359,2026-04-17T17:37:22,FULL,CUSTOMER_REQUEST,414.18,INR,SUCCESS,PayFlow,RF_00003388,CUST_000846
REF_003389,ORD_099041,PAY_081370,2026-04-18T03:01:19,PARTIAL,CUSTOMER_REQUEST,57.35,INR,SUCCESS,PayFlow,RF_00003389,CUST_005923
REF_003390,ORD_099065,PAY_081388,2026-05-04T10:58:11,FULL,RETURNED_ORDER,956.39,INR,SUCCESS,PayFlow,RF_00003390,CUST_000138
REF_003391,ORD_099153,PAY_081463,2026-05-10T08:36:27,FULL,RETURNED_ORDER,673.31,INR,SUCCESS,PayFlow,RF_00003391,CUST_005213
REF_003392,ORD_099172,PAY_081479,2026-05-08T17:41:20,FULL,RETURNED_ORDER,596.02,INR,SUCCESS,PayFlow,RF_00003392,CUST_006486
REF_003393,ORD_099252,PAY_081548,2026-05-02T03:19:06,FULL,CUSTOMER_REQUEST,377.60,INR,SUCCESS,PayFlow,RF_00003393,CUST_002677
REF_003394,ORD_099294,PAY_081579,2026-04-22T01:02:09,FULL,CUSTOMER_REQUEST,716.26,INR,SUCCESS,PayFlow,RF_00003394,CUST_002269
REF_003395,ORD_099300,PAY_081584,2026-04-25T20:04:17,PARTIAL,CUSTOMER_REQUEST,83.47,INR,SUCCESS,PayFlow,RF_00003395,CUST_004587
REF_003396,ORD_099322,PAY_081601,2026-04-08T20:35:12,PARTIAL,CUSTOMER_REQUEST,374.95,INR,SUCCESS,PayFlow,RF_00003396,CUST_002968
REF_003397,ORD_099353,PAY_081628,2026-05-04T09:51:13,FULL,RETURNED_ORDER,580.27,INR,SUCCESS,PayFlow,RF_00003397,CUST_004129
REF_003398,ORD_099361,PAY_081636,2026-04-29T13:48:41,FULL,RETURNED_ORDER,3234.38,INR,SUCCESS,PayFlow,RF_00003398,CUST_001003
REF_003399,ORD_099378,,2026-05-01T02:33:52,FULL,RETURNED_ORDER,2270.03,INR,SUCCESS,,,CUST_000507
REF_003400,ORD_099397,,2026-05-11T02:40:36,FULL,RETURNED_ORDER,3144.70,INR,SUCCESS,,,CUST_003279
REF_003401,ORD_099425,PAY_081683,2026-04-21T04:44:58,FULL,CUSTOMER_REQUEST,2400.06,INR,SUCCESS,PayFlow,RF_00003401,CUST_008062
REF_003402,ORD_099433,PAY_081690,2026-05-07T08:46:55,FULL,RETURNED_ORDER,626.58,INR,SUCCESS,PayFlow,RF_00003402,CUST_003727
REF_003403,ORD_099434,PAY_081691,2026-05-09T12:02:13,FULL,RETURNED_ORDER,383.50,INR,SUCCESS,PayFlow,RF_00003403,CUST_005027
REF_003404,ORD_099492,PAY_081739,2026-04-15T05:53:23,FULL,RETURNED_ORDER,3170.19,INR,SUCCESS,PayFlow,RF_00003404,CUST_008495
REF_003405,ORD_099532,PAY_081775,2026-04-19T00:45:55,FULL,CUSTOMER_REQUEST,534.30,INR,SUCCESS,PayFlow,RF_00003405,CUST_001069
REF_003406,ORD_099560,PAY_081800,2026-04-16T12:12:29,FULL,RETURNED_ORDER,2457.28,INR,SUCCESS,PayFlow,RF_00003406,CUST_005803
REF_003407,ORD_099595,,2026-05-01T21:10:20,FULL,RETURNED_ORDER,2008.47,INR,SUCCESS,,,CUST_000666
REF_003408,ORD_099640,PAY_081866,2026-04-23T11:39:27,FULL,RETURNED_ORDER,1066.72,INR,SUCCESS,PayFlow,RF_00003408,CUST_008084
REF_003409,ORD_099675,PAY_081893,2026-04-13T15:57:44,FULL,RETURNED_ORDER,446.04,INR,SUCCESS,PayFlow,RF_00003409,CUST_002728
REF_003410,ORD_099750,PAY_081955,2026-05-01T12:38:18,FULL,RETURNED_ORDER,3026.24,INR,SUCCESS,PayFlow,RF_00003410,CUST_005831
REF_003411,ORD_099808,PAY_082008,2026-05-13T03:55:49,FULL,RETURNED_ORDER,1303.07,INR,SUCCESS,PayFlow,RF_00003411,CUST_003563
REF_003412,ORD_099840,PAY_082035,2026-05-04T06:55:03,FULL,RETURNED_ORDER,1340.48,INR,SUCCESS,PayFlow,RF_00003412,CUST_005422
REF_003413,ORD_099858,PAY_082049,2026-04-22T03:41:51,FULL,RETURNED_ORDER,742.22,INR,SUCCESS,PayFlow,RF_00003413,CUST_001491
REF_003414,ORD_099895,PAY_082075,2026-04-24T11:09:27,FULL,RETURNED_ORDER,295.00,INR,SUCCESS,PayFlow,RF_00003414,CUST_004595
REF_003415,ORD_099920,PAY_082096,2026-05-09T07:50:35,FULL,RETURNED_ORDER,543.98,INR,SUCCESS,PayFlow,RF_00003415,CUST_001413
REF_003416,ORD_099951,PAY_082122,2026-04-22T09:42:42,FULL,RETURNED_ORDER,1661.44,INR,SUCCESS,PayFlow,RF_00003416,CUST_001730
REF_003417,ORD_099982,,2026-04-18T05:59:57,FULL,RETURNED_ORDER,294.88,INR,SUCCESS,,,CUST_006106
REF_003418,ORD_099987,PAY_082153,2026-04-11T19:18:46,FULL,RETURNED_ORDER,543.98,INR,SUCCESS,PayFlow,RF_00003418,CUST_000775
REF_003419,ORD_099996,PAY_082161,2026-04-15T01:26:43,FULL,CUSTOMER_REQUEST,762.04,INR,SUCCESS,PayFlow,RF_00003419,CUST_005000
REF_003420,ORD_100067,PAY_082217,2026-05-12T12:57:47,FULL,RETURNED_ORDER,1578.37,INR,SUCCESS,PayFlow,RF_00003420,CUST_005102
REF_003421,ORD_100106,,2026-04-29T13:03:51,FULL,RETURNED_ORDER,712.54,INR,SUCCESS,,,CUST_007246
REF_003422,ORD_100128,,2026-04-27T05:26:42,FULL,RETURNED_ORDER,326.19,INR,SUCCESS,,,CUST_005834
REF_003423,ORD_100142,PAY_082279,2026-04-15T03:39:24,FULL,RETURNED_ORDER,2914.13,INR,SUCCESS,PayFlow,RF_00003423,CUST_002081
REF_003424,ORD_100159,PAY_082294,2026-04-17T04:29:26,FULL,RETURNED_ORDER,2683.32,INR,SUCCESS,PayFlow,RF_00003424,CUST_008481
REF_003425,ORD_100183,,2026-04-25T07:05:24,FULL,RETURNED_ORDER,973.65,INR,SUCCESS,,,CUST_008045
REF_003426,ORD_100193,PAY_082321,2026-04-20T08:37:43,FULL,RETURNED_ORDER,2946.46,INR,SUCCESS,PayFlow,RF_00003426,CUST_004135
REF_003427,ORD_100241,PAY_082361,2026-04-28T01:07:18,PARTIAL,CUSTOMER_REQUEST,104.70,INR,SUCCESS,PayFlow,RF_00003427,CUST_003447
REF_003428,ORD_100258,PAY_082375,2026-04-15T00:25:43,FULL,CUSTOMER_REQUEST,616.43,INR,SUCCESS,PayFlow,RF_00003428,CUST_004609
REF_003429,ORD_100395,PAY_082488,2026-04-15T21:05:37,FULL,RETURNED_ORDER,1489.81,INR,SUCCESS,PayFlow,RF_00003429,CUST_005190
REF_003430,ORD_100400,PAY_082493,2026-04-29T15:12:32,FULL,RETURNED_ORDER,869.54,INR,SUCCESS,PayFlow,RF_00003430,CUST_003217
REF_003431,ORD_100413,PAY_082503,2026-04-25T02:45:32,FULL,RETURNED_ORDER,377.60,INR,SUCCESS,PayFlow,RF_00003431,CUST_007488
REF_003432,ORD_100477,PAY_082559,2026-04-14T05:41:52,FULL,RETURNED_ORDER,3144.70,INR,SUCCESS,PayFlow,RF_00003432,CUST_004413
REF_003433,ORD_100554,PAY_082625,2026-04-26T23:09:03,PARTIAL,CUSTOMER_REQUEST,378.07,INR,SUCCESS,PayFlow,RF_00003433,CUST_003561
REF_003434,ORD_100578,PAY_082647,2026-04-06T20:11:58,FULL,RETURNED_ORDER,352.89,INR,SUCCESS,PayFlow,RF_00003434,CUST_008008
REF_003435,ORD_100592,PAY_082658,2026-05-03T10:33:24,FULL,RETURNED_ORDER,2534.56,INR,SUCCESS,PayFlow,RF_00003435,CUST_000487
REF_003436,ORD_100655,PAY_082709,2026-04-25T19:30:29,FULL,CUSTOMER_REQUEST,1984.76,INR,SUCCESS,PayFlow,RF_00003436,CUST_001330
REF_003437,ORD_100670,PAY_082723,2026-04-13T01:36:46,FULL,RETURNED_ORDER,640.74,INR,SUCCESS,PayFlow,RF_00003437,CUST_000026
REF_003438,ORD_100676,PAY_082729,2026-04-23T04:39:36,PARTIAL,CUSTOMER_REQUEST,332.33,INR,SUCCESS,PayFlow,RF_00003438,CUST_004621
REF_003439,ORD_100726,PAY_082772,2026-04-14T05:18:37,PARTIAL,CUSTOMER_REQUEST,183.91,INR,SUCCESS,PayFlow,RF_00003439,CUST_007536
REF_003440,ORD_100740,PAY_082783,2026-04-24T02:18:55,FULL,RETURNED_ORDER,540.44,INR,SUCCESS,PayFlow,RF_00003440,CUST_007462
REF_003441,ORD_100782,PAY_082814,2026-05-04T00:03:13,FULL,CUSTOMER_REQUEST,295.00,INR,SUCCESS,PayFlow,RF_00003441,CUST_007271
REF_003442,ORD_100803,PAY_082829,2026-04-24T04:37:26,FULL,CUSTOMER_REQUEST,1095.04,INR,SUCCESS,PayFlow,RF_00003442,CUST_001413
REF_003443,ORD_100843,PAY_082867,2026-05-09T12:38:32,FULL,RETURNED_ORDER,498.67,INR,SUCCESS,PayFlow,RF_00003443,CUST_005569
REF_003444,ORD_100880,PAY_082896,2026-05-06T11:31:43,FULL,RETURNED_ORDER,776.38,INR,SUCCESS,PayFlow,RF_00003444,CUST_002407
REF_003445,ORD_100896,PAY_082910,2026-04-30T20:46:59,FULL,RETURNED_ORDER,582.92,INR,SUCCESS,PayFlow,RF_00003445,CUST_005831
REF_003446,ORD_100907,PAY_082920,2026-04-10T20:50:02,FULL,CUSTOMER_REQUEST,610.61,INR,SUCCESS,PayFlow,RF_00003446,CUST_001827
REF_003447,ORD_100910,PAY_082922,2026-04-28T08:30:38,FULL,RETURNED_ORDER,1501.45,INR,SUCCESS,PayFlow,RF_00003447,CUST_007299
REF_003448,ORD_100923,PAY_082932,2026-04-17T22:52:25,PARTIAL,CUSTOMER_REQUEST,156.44,INR,SUCCESS,PayFlow,RF_00003448,CUST_005996
REF_003449,ORD_100940,PAY_082947,2026-04-28T15:32:39,FULL,CUSTOMER_REQUEST,745.76,INR,SUCCESS,PayFlow,RF_00003449,CUST_004021
REF_003450,ORD_100952,,2026-05-06T22:44:07,FULL,RETURNED_ORDER,626.58,INR,SUCCESS,,,CUST_001172
REF_003451,ORD_100964,PAY_082965,2026-04-24T01:05:15,FULL,CUSTOMER_REQUEST,3028.94,INR,SUCCESS,PayFlow,RF_00003451,CUST_001377
REF_003452,ORD_100985,PAY_082982,2026-04-04T23:20:46,FULL,CUSTOMER_REQUEST,2462.84,INR,SUCCESS,PayFlow,RF_00003452,CUST_004562
REF_003453,ORD_101016,PAY_083006,2026-04-26T04:06:41,FULL,RETURNED_ORDER,2656.77,INR,SUCCESS,PayFlow,RF_00003453,CUST_000098
REF_003454,ORD_101028,PAY_083018,2026-04-10T21:54:27,FULL,CUSTOMER_REQUEST,283.14,INR,SUCCESS,PayFlow,RF_00003454,CUST_000209
