settlement_id,settlement_date,gateway,currency,payment_count,gross_amount,refund_deductions,net_settlement_amount,destination_account_id,gateway_settlement_reference,first_payment_id,last_payment_id
SET_001768,2026-02-01T02:54:22,PayFlow,INR,38,45786.13,0.00,45786.13,BANK_002,PFSET_00001768,PAY_058197,PAY_050159
SET_001769,2026-01-29T20:38:15,PayFlow,INR,33,44736.84,0.00,44736.84,BANK_002,PFSET_00001769,PAY_056274,PAY_052474
SET_001770,2026-01-31T03:04:32,PayFlow,INR,44,64767.02,0.00,64767.02,BANK_002,PFSET_00001770,PAY_049713,PAY_056354
SET_001771,2026-01-31T00:44:17,PayFlow,INR,41,40440.60,283.14,40157.46,BANK_002,PFSET_00001771,PAY_057930,PAY_054679
SET_001772,2026-01-29T05:52:02,PayFlow,INR,37,43895.99,0.00,43895.99,BANK_002,PFSET_00001772,PAY_049920,PAY_054318
SET_001773,2026-01-30T01:33:03,PayFlow,INR,35,49282.57,0.00,49282.57,BANK_002,PFSET_00001773,PAY_055868,PAY_057403
SET_001774,2026-01-31T14:18:45,PayFlow,INR,35,65216.37,518.57,64697.80,BANK_002,PFSET_00001774,PAY_057063,PAY_058019
SET_001775,2026-01-29T20:35:12,PayFlow,INR,39,45233.10,0.00,45233.10,BANK_002,PFSET_00001775,PAY_057957,PAY_054878
SET_001776,2026-01-30T20:03:26,PayFlow,INR,38,35334.87,0.00,35334.87,BANK_002,PFSET_00001776,PAY_053474,PAY_054290
SET_001777,2026-02-01T02:17:48,PayFlow,INR,29,46121.52,993.91,45127.61,BANK_002,PFSET_00001777,PAY_053475,PAY_049122
SET_001778,2026-02-02T00:15:05,PayFlow,INR,39,64609.19,0.00,64609.19,BANK_002,PFSET_00001778,PAY_055255,PAY_054660
SET_001779,2026-02-01T01:58:17,PayFlow,INR,28,33880.15,0.00,33880.15,BANK_002,PFSET_00001779,PAY_051889,PAY_050097
SET_001780,2026-01-31T21:18:04,PayFlow,INR,33,39801.75,0.00,39801.75,BANK_002,PFSET_00001780,PAY_058910,PAY_052229
SET_001781,2026-01-31T05:28:38,PayFlow,INR,32,27462.62,0.00,27462.62,BANK_002,PFSET_00001781,PAY_052427,PAY_054394
SET_001782,2026-02-02T03:18:59,PayFlow,INR,38,52257.65,0.00,52257.65,BANK_002,PFSET_00001782,PAY_048868,PAY_056832
SET_001783,2026-01-30T07:51:01,PayFlow,INR,35,50562.94,0.00,50562.94,BANK_002,PFSET_00001783,PAY_057477,PAY_058539
SET_001784,2026-02-01T14:14:07,PayFlow,INR,26,31216.47,565.22,30651.25,BANK_002,PFSET_00001784,PAY_050085,PAY_059214
SET_001785,2026-01-31T13:02:08,PayFlow,INR,33,53601.46,4363.10,49238.36,BANK_002,PFSET_00001785,PAY_059104,PAY_052166
SET_001786,2026-01-31T21:22:07,PayFlow,INR,38,41339.56,0.00,41339.56,BANK_002,PFSET_00001786,PAY_054420,PAY_050982
SET_001787,2026-02-02T23:59:50,PayFlow,INR,29,35147.53,0.00,35147.53,BANK_002,PFSET_00001787,PAY_055729,PAY_053263
SET_001788,2026-02-02T23:26:20,PayFlow,INR,26,28746.41,0.00,28746.41,BANK_002,PFSET_00001788,PAY_054031,PAY_056356
SET_001789,2026-02-03T02:20:29,PayFlow,INR,43,57572.04,552.24,57019.80,BANK_002,PFSET_00001789,PAY_054098,PAY_056298
SET_001790,2026-01-31T01:17:43,PayFlow,INR,25,32359.95,0.00,32359.95,BANK_002,PFSET_00001790,PAY_058361,PAY_054007
SET_001791,2026-02-01T21:42:46,PayFlow,INR,27,36151.50,0.00,36151.50,BANK_002,PFSET_00001791,PAY_052043,PAY_053839
SET_001792,2026-01-31T02:03:25,PayFlow,INR,46,54702.61,0.00,54702.61,BANK_002,PFSET_00001792,PAY_050251,PAY_055929
SET_001793,2026-02-03T04:47:27,PayFlow,INR,39,41431.33,0.00,41431.33,BANK_002,PFSET_00001793,PAY_052609,PAY_059164
SET_001794,2026-02-02T01:13:03,PayFlow,INR,31,33689.55,0.00,33689.55,BANK_002,PFSET_00001794,PAY_054815,PAY_050632
SET_001795,2026-01-31T20:55:03,PayFlow,INR,36,44691.48,0.00,44691.48,BANK_002,PFSET_00001795,PAY_058548,PAY_051338
SET_001796,2026-02-02T17:01:26,PayFlow,INR,32,36048.55,0.00,36048.55,BANK_002,PFSET_00001796,PAY_052977,PAY_058846
SET_001797,2026-02-01T17:44:15,PayFlow,INR,38,37556.57,0.00,37556.57,BANK_002,PFSET_00001797,PAY_057732,PAY_052004
SET_001798,2026-02-01T22:26:03,PayFlow,INR,30,36672.70,0.00,36672.70,BANK_002,PFSET_00001798,PAY_055801,PAY_058020
SET_001799,2026-02-02T00:46:10,PayFlow,INR,32,47604.41,0.00,47604.41,BANK_002,PFSET_00001799,PAY_053052,PAY_059181
SET_001800,2026-02-03T19:15:38,PayFlow,INR,28,36117.17,0.00,36117.17,BANK_002,PFSET_00001800,PAY_056109,PAY_049198
SET_001801,2026-02-04T03:42:31,PayFlow,INR,29,31107.57,0.00,31107.57,BANK_002,PFSET_00001801,PAY_053218,PAY_049041
SET_001802,2026-02-03T02:28:03,PayFlow,INR,33,33917.33,0.00,33917.33,BANK_002,PFSET_00001802,PAY_054067,PAY_056806
SET_001803,2026-01-31T22:42:34,PayFlow,INR,33,42726.42,0.00,42726.42,BANK_002,PFSET_00001803,PAY_049488,PAY_053118
SET_001804,2026-02-02T03:42:40,PayFlow,INR,28,30484.32,273.20,30211.12,BANK_002,PFSET_00001804,PAY_052371,PAY_056500
SET_001805,2026-02-02T07:31:24,PayFlow,INR,43,54939.82,0.00,54939.82,BANK_002,PFSET_00001805,PAY_052326,PAY_049594
SET_001806,2026-02-01T14:36:04,PayFlow,INR,31,29800.95,0.00,29800.95,BANK_002,PFSET_00001806,PAY_057024,PAY_049078
SET_001807,2026-02-05T01:00:13,PayFlow,INR,33,54283.22,0.00,54283.22,BANK_002,PFSET_00001807,PAY_059540,PAY_057061
SET_001808,2026-02-02T19:05:16,PayFlow,INR,34,39799.34,474.83,39324.51,BANK_002,PFSET_00001808,PAY_053414,PAY_058512
SET_001809,2026-02-02T18:38:34,PayFlow,INR,38,58949.46,0.00,58949.46,BANK_002,PFSET_00001809,PAY_049982,PAY_051541
SET_001810,2026-02-04T00:08:50,PayFlow,INR,26,34143.93,0.00,34143.93,BANK_002,PFSET_00001810,PAY_053426,PAY_049314
SET_001811,2026-02-05T02:02:17,PayFlow,INR,32,26913.92,0.00,26913.92,BANK_002,PFSET_00001811,PAY_050079,PAY_056605
SET_001812,2026-02-04T05:31:30,PayFlow,INR,45,52565.74,0.00,52565.74,BANK_002,PFSET_00001812,PAY_058052,PAY_050196
SET_001813,2026-02-04T02:41:12,PayFlow,INR,33,48567.42,728.06,47839.36,BANK_002,PFSET_00001813,PAY_054887,PAY_052877
SET_001814,2026-02-02T05:17:24,PayFlow,INR,33,43590.32,0.00,43590.32,BANK_002,PFSET_00001814,PAY_051719,PAY_054379
SET_001815,2026-02-04T15:16:09,PayFlow,INR,29,35601.55,0.00,35601.55,BANK_002,PFSET_00001815,PAY_051616,PAY_060816
SET_001816,2026-02-05T23:56:33,PayFlow,INR,34,33882.06,0.00,33882.06,BANK_002,PFSET_00001816,PAY_062387,PAY_064445
SET_001817,2026-02-03T22:03:31,PayFlow,INR,34,38757.96,0.00,38757.96,BANK_002,PFSET_00001817,PAY_066564,PAY_067056
SET_001818,2026-02-03T20:50:41,PayFlow,INR,45,48242.50,0.00,48242.50,BANK_002,PFSET_00001818,PAY_060208,PAY_059711
SET_001819,2026-02-05T21:36:09,PayFlow,INR,39,45240.32,1273.46,43966.86,BANK_002,PFSET_00001819,PAY_065876,PAY_062496
SET_001820,2026-02-03T21:43:14,PayFlow,INR,26,26581.85,0.00,26581.85,BANK_002,PFSET_00001820,PAY_063078,PAY_061826
SET_001821,2026-02-04T02:39:57,PayFlow,INR,26,31542.31,0.00,31542.31,BANK_002,PFSET_00001821,PAY_061913,PAY_065915
SET_001822,2026-02-04T02:05:15,PayFlow,INR,33,42242.37,390.58,41851.79,BANK_002,PFSET_00001822,PAY_060452,PAY_062270
SET_001823,2026-02-05T21:48:17,PayFlow,INR,34,37701.09,0.00,37701.09,BANK_002,PFSET_00001823,PAY_063960,PAY_064960
SET_001824,2026-02-04T20:21:44,PayFlow,INR,28,35237.87,951.06,34286.81,BANK_002,PFSET_00001824,PAY_064119,PAY_064686
SET_001825,2026-02-03T22:26:38,PayFlow,INR,32,34341.18,0.00,34341.18,BANK_002,PFSET_00001825,PAY_061323,PAY_059772
SET_001826,2026-02-04T19:10:32,PayFlow,INR,30,39574.22,0.00,39574.22,BANK_002,PFSET_00001826,PAY_062327,PAY_063265
SET_001827,2026-02-07T02:37:44,PayFlow,INR,34,34978.00,0.00,34978.00,BANK_002,PFSET_00001827,PAY_060547,PAY_064473
SET_001828,2026-02-05T21:34:01,PayFlow,INR,36,40129.19,0.00,40129.19,BANK_002,PFSET_00001828,PAY_063918,PAY_059567
SET_001829,2026-02-06T22:00:54,PayFlow,INR,31,35835.83,0.00,35835.83,BANK_002,PFSET_00001829,PAY_062324,PAY_067655
SET_001830,2026-02-06T05:53:43,PayFlow,INR,26,38706.90,0.00,38706.90,BANK_002,PFSET_00001830,PAY_063433,PAY_063003
SET_001831,2026-02-04T06:01:22,PayFlow,INR,27,33217.18,0.00,33217.18,BANK_002,PFSET_00001831,PAY_064314,PAY_062261
SET_001832,2026-02-05T18:22:35,PayFlow,INR,28,40013.28,0.00,40013.28,BANK_002,PFSET_00001832,PAY_064767,PAY_065348
SET_001833,2026-02-06T21:12:56,PayFlow,INR,29,38252.57,0.00,38252.57,BANK_002,PFSET_00001833,PAY_065562,PAY_060398
SET_001834,2026-02-06T21:31:34,PayFlow,INR,26,36257.56,0.00,36257.56,BANK_002,PFSET_00001834,PAY_063711,PAY_064550
SET_001835,2026-02-07T18:12:21,PayFlow,INR,31,46017.44,0.00,46017.44,BANK_002,PFSET_00001835,PAY_065141,PAY_059800
SET_001836,2026-02-05T22:49:42,PayFlow,INR,32,32630.72,0.00,32630.72,BANK_002,PFSET_00001836,PAY_067770,PAY_066451
SET_001837,2026-02-06T22:47:46,PayFlow,INR,31,31064.62,608.06,30456.56,BANK_002,PFSET_00001837,PAY_067430,PAY_067248
SET_001838,2026-02-05T23:31:24,PayFlow,INR,31,34415.78,0.00,34415.78,BANK_002,PFSET_00001838,PAY_067188,PAY_067092
SET_001839,2026-02-05T00:50:14,PayFlow,INR,33,26709.41,0.00,26709.41,BANK_002,PFSET_00001839,PAY_066976,PAY_062712
SET_001840,2026-02-05T06:39:08,PayFlow,INR,33,37562.66,0.00,37562.66,BANK_002,PFSET_00001840,PAY_061330,PAY_062341
SET_001841,2026-02-07T07:49:47,PayFlow,INR,29,37619.24,0.00,37619.24,BANK_002,PFSET_00001841,PAY_065654,PAY_061276
SET_001842,2026-02-06T17:13:26,PayFlow,INR,35,60021.08,0.00,60021.08,BANK_002,PFSET_00001842,PAY_063103,PAY_063627
SET_001843,2026-02-08T22:26:57,PayFlow,INR,27,24650.11,855.97,23794.14,BANK_002,PFSET_00001843,PAY_063751,PAY_067417
SET_001844,2026-02-08T22:45:43,PayFlow,INR,40,45768.59,260.83,45507.76,BANK_002,PFSET_00001844,PAY_061622,PAY_065528
SET_001845,2026-02-06T02:03:14,PayFlow,INR,28,30731.58,0.00,30731.58,BANK_002,PFSET_00001845,PAY_065564,PAY_063858
SET_001846,2026-02-06T01:59:09,PayFlow,INR,31,35733.99,0.00,35733.99,BANK_002,PFSET_00001846,PAY_064720,PAY_063414
SET_001847,2026-02-05T23:48:56,PayFlow,INR,33,52164.52,0.00,52164.52,BANK_002,PFSET_00001847,PAY_067682,PAY_059590
SET_001848,2026-02-05T23:12:28,PayFlow,INR,33,36666.16,0.00,36666.16,BANK_002,PFSET_00001848,PAY_065461,PAY_065297
SET_001849,2026-02-07T02:47:27,PayFlow,INR,31,46395.74,0.00,46395.74,BANK_002,PFSET_00001849,PAY_065938,PAY_064480
SET_001850,2026-02-05T23:59:08,PayFlow,INR,26,27349.82,0.00,27349.82,BANK_002,PFSET_00001850,PAY_065634,PAY_064582
SET_001851,2026-02-08T00:05:03,PayFlow,INR,32,37438.40,0.00,37438.40,BANK_002,PFSET_00001851,PAY_065456,PAY_060844
SET_001852,2026-02-09T14:39:35,PayFlow,INR,31,31476.27,0.00,31476.27,BANK_002,PFSET_00001852,PAY_063753,PAY_064132
SET_001853,2026-02-07T21:58:42,PayFlow,INR,28,40167.38,0.00,40167.38,BANK_002,PFSET_00001853,PAY_061288,PAY_067060
SET_001854,2026-02-09T18:39:38,PayFlow,INR,30,34048.00,0.00,34048.00,BANK_002,PFSET_00001854,PAY_061150,PAY_063946
SET_001855,2026-02-07T18:57:37,PayFlow,INR,32,48193.31,0.00,48193.31,BANK_002,PFSET_00001855,PAY_067603,PAY_064734
SET_001856,2026-02-08T19:05:15,PayFlow,INR,25,34881.65,0.00,34881.65,BANK_002,PFSET_00001856,PAY_061030,PAY_067658
SET_001857,2026-02-08T23:18:24,PayFlow,INR,27,41134.67,471.43,40663.24,BANK_002,PFSET_00001857,PAY_063623,PAY_063000
SET_001858,2026-02-08T20:22:33,PayFlow,INR,32,50263.52,299.74,49963.78,BANK_002,PFSET_00001858,PAY_060039,PAY_066074
SET_001859,2026-02-08T05:04:00,PayFlow,INR,28,31041.53,879.57,30161.96,BANK_002,PFSET_00001859,PAY_066900,PAY_063754
SET_001860,2026-02-10T00:33:09,PayFlow,INR,32,39870.20,0.00,39870.20,BANK_002,PFSET_00001860,PAY_066604,PAY_065829
SET_001861,2026-02-09T02:35:14,PayFlow,INR,31,37229.63,0.00,37229.63,BANK_002,PFSET_00001861,PAY_066486,PAY_067173
SET_001862,2026-02-07T10:28:07,PayFlow,INR,35,43556.63,0.00,43556.63,BANK_002,PFSET_00001862,PAY_061764,PAY_066305
SET_001863,2026-02-10T14:17:16,PayFlow,INR,28,37312.90,0.00,37312.90,BANK_002,PFSET_00001863,PAY_063552,PAY_067460
SET_001864,2026-02-09T23:34:55,PayFlow,INR,28,30748.28,0.00,30748.28,BANK_002,PFSET_00001864,PAY_065921,PAY_067108
SET_001865,2026-02-07T19:26:26,PayFlow,INR,30,36405.24,0.00,36405.24,BANK_002,PFSET_00001865,PAY_065148,PAY_063307
SET_001866,2026-02-09T22:40:36,PayFlow,INR,29,32840.11,0.00,32840.11,BANK_002,PFSET_00001866,PAY_061892,PAY_065015
SET_001867,2026-02-09T20:59:32,PayFlow,INR,27,37054.69,0.00,37054.69,BANK_002,PFSET_00001867,PAY_065984,PAY_064673
SET_001868,2026-02-08T00:31:26,PayFlow,INR,37,56248.57,0.00,56248.57,BANK_002,PFSET_00001868,PAY_062279,PAY_061592
SET_001869,2026-02-08T05:50:31,PayFlow,INR,32,49791.11,0.00,49791.11,BANK_002,PFSET_00001869,PAY_059596,PAY_060834
SET_001870,2026-02-10T02:38:56,PayFlow,INR,39,50313.62,0.00,50313.62,BANK_002,PFSET_00001870,PAY_061794,PAY_061782
SET_001871,2026-02-08T05:27:30,PayFlow,INR,32,40215.41,0.00,40215.41,BANK_002,PFSET_00001871,PAY_062743,PAY_060077
SET_001872,2026-02-08T14:23:34,PayFlow,INR,30,38367.28,0.00,38367.28,BANK_002,PFSET_00001872,PAY_063843,PAY_066754
SET_001873,2026-02-10T18:25:44,PayFlow,INR,44,45551.14,1568.22,43982.92,BANK_002,PFSET_00001873,PAY_059607,PAY_062306
SET_001874,2026-02-10T18:42:55,PayFlow,INR,33,45294.20,0.00,45294.20,BANK_002,PFSET_00001874,PAY_059765,PAY_066854
SET_001875,2026-02-09T22:16:38,PayFlow,INR,30,27286.67,0.00,27286.67,BANK_002,PFSET_00001875,PAY_067539,PAY_066044
SET_001876,2026-02-10T21:05:23,PayFlow,INR,46,50777.35,0.00,50777.35,BANK_002,PFSET_00001876,PAY_060369,PAY_060877
SET_001877,2026-02-12T00:20:01,PayFlow,INR,36,44492.40,0.00,44492.40,BANK_002,PFSET_00001877,PAY_064009,PAY_061675
SET_001878,2026-02-09T22:26:35,PayFlow,INR,35,32782.36,0.00,32782.36,BANK_002,PFSET_00001878,PAY_060859,PAY_064943
SET_001879,2026-02-10T01:58:12,PayFlow,INR,32,35393.07,0.00,35393.07,BANK_002,PFSET_00001879,PAY_065268,PAY_066679
SET_001880,2026-02-12T18:25:31,PayFlow,INR,27,31490.60,164.04,31326.56,BANK_002,PFSET_00001880,PAY_065897,PAY_067574
SET_001881,2026-02-11T21:00:46,PayFlow,INR,30,32648.94,1489.81,31159.13,BANK_002,PFSET_00001881,PAY_065329,PAY_067571
SET_001882,2026-02-12T01:35:46,PayFlow,INR,34,44925.61,0.00,44925.61,BANK_002,PFSET_00001882,PAY_064399,PAY_066914
SET_001883,2026-02-12T22:56:33,PayFlow,INR,42,50152.56,4056.81,46095.75,BANK_002,PFSET_00001883,PAY_067965,PAY_062458
SET_001884,2026-02-12T00:20:53,PayFlow,INR,27,40937.49,1568.22,39369.27,BANK_002,PFSET_00001884,PAY_063395,PAY_064820
SET_001885,2026-02-13T04:49:58,PayFlow,INR,38,41923.09,1212.45,40710.64,BANK_002,PFSET_00001885,PAY_060468,PAY_063915
SET_001886,2026-02-11T01:00:50,PayFlow,INR,33,41454.20,0.00,41454.20,BANK_002,PFSET_00001886,PAY_062544,PAY_060852
SET_001887,2026-02-10T05:51:29,PayFlow,INR,30,35556.03,0.00,35556.03,BANK_002,PFSET_00001887,PAY_061858,PAY_064552
SET_001888,2026-02-11T17:53:43,PayFlow,INR,32,35515.94,0.00,35515.94,BANK_002,PFSET_00001888,PAY_062297,PAY_067433
SET_001889,2026-02-13T18:08:44,PayFlow,INR,37,41186.86,0.00,41186.86,BANK_002,PFSET_00001889,PAY_066128,PAY_066780
SET_001890,2026-02-13T17:08:55,PayFlow,INR,31,31226.08,267.27,30958.81,BANK_002,PFSET_00001890,PAY_066319,PAY_065203
SET_001891,2026-02-10T21:43:44,PayFlow,INR,35,39364.98,0.00,39364.98,BANK_002,PFSET_00001891,PAY_061654,PAY_061375
SET_001892,2026-02-10T23:20:57,PayFlow,INR,26,25619.53,551.15,25068.38,BANK_002,PFSET_00001892,PAY_066221,PAY_065920
SET_001893,2026-02-11T02:59:18,PayFlow,INR,32,35428.05,0.00,35428.05,BANK_002,PFSET_00001893,PAY_061272,PAY_062626
SET_001894,2026-02-14T04:51:09,PayFlow,INR,30,43245.89,0.00,43245.89,BANK_002,PFSET_00001894,PAY_067967,PAY_061853
SET_001895,2026-02-13T06:33:45,PayFlow,INR,36,43901.26,0.00,43901.26,BANK_002,PFSET_00001895,PAY_062329,PAY_066245
SET_001896,2026-02-11T03:35:23,PayFlow,INR,27,31720.03,0.00,31720.03,BANK_002,PFSET_00001896,PAY_064053,PAY_059626
SET_001897,2026-02-13T14:39:45,PayFlow,INR,30,35411.98,0.00,35411.98,BANK_002,PFSET_00001897,PAY_067852,PAY_062137
SET_001898,2026-02-11T17:16:13,PayFlow,INR,36,36835.79,0.00,36835.79,BANK_002,PFSET_00001898,PAY_059932,PAY_067162
SET_001899,2026-02-13T23:32:42,PayFlow,INR,41,61579.19,0.00,61579.19,BANK_002,PFSET_00001899,PAY_066509,PAY_065524
SET_001900,2026-02-14T02:59:27,PayFlow,INR,33,36841.87,0.00,36841.87,BANK_002,PFSET_00001900,PAY_064825,PAY_067895
SET_001901,2026-02-14T19:43:49,PayFlow,INR,28,34493.37,0.00,34493.37,BANK_002,PFSET_00001901,PAY_059997,PAY_067503
SET_001902,2026-02-15T00:14:50,PayFlow,INR,36,46412.37,0.00,46412.37,BANK_002,PFSET_00001902,PAY_066101,PAY_061460
SET_001903,2026-02-15T01:25:50,PayFlow,INR,30,29345.63,0.00,29345.63,BANK_002,PFSET_00001903,PAY_063664,PAY_060286
SET_001904,2026-02-13T20:51:32,PayFlow,INR,29,47894.13,387.77,47506.36,BANK_002,PFSET_00001904,PAY_067410,PAY_066519
SET_001905,2026-02-12T05:35:29,PayFlow,INR,28,36932.74,0.00,36932.74,BANK_002,PFSET_00001905,PAY_065166,PAY_059902
SET_001906,2026-02-15T02:13:04,PayFlow,INR,37,44992.74,0.00,44992.74,BANK_002,PFSET_00001906,PAY_061803,PAY_065966
SET_001907,2026-02-12T01:31:18,PayFlow,INR,30,31919.14,0.00,31919.14,BANK_002,PFSET_00001907,PAY_062977,PAY_067016
SET_001908,2026-02-13T18:05:47,PayFlow,INR,31,45489.85,0.00,45489.85,BANK_002,PFSET_00001908,PAY_065556,PAY_064984
SET_001909,2026-02-14T18:36:26,PayFlow,INR,39,51882.51,0.00,51882.51,BANK_002,PFSET_00001909,PAY_065191,PAY_059753
SET_001910,2026-02-12T21:56:20,PayFlow,INR,32,43180.11,1189.44,41990.67,BANK_002,PFSET_00001910,PAY_060635,PAY_067246
SET_001911,2026-02-16T02:36:31,PayFlow,INR,34,45444.90,0.00,45444.90,BANK_002,PFSET_00001911,PAY_063870,PAY_065553
SET_001912,2026-02-12T19:47:04,PayFlow,INR,27,37008.38,0.00,37008.38,BANK_002,PFSET_00001912,PAY_065063,PAY_060236
SET_001913,2026-02-13T03:02:05,PayFlow,INR,30,33263.73,0.00,33263.73,BANK_002,PFSET_00001913,PAY_063989,PAY_059679
SET_001914,2026-02-15T20:57:29,PayFlow,INR,34,38599.72,0.00,38599.72,BANK_002,PFSET_00001914,PAY_061303,PAY_067991
SET_001915,2026-02-13T00:24:03,PayFlow,INR,34,33182.14,0.00,33182.14,BANK_002,PFSET_00001915,PAY_062710,PAY_066374
SET_001916,2026-02-12T23:34:04,PayFlow,INR,25,27452.30,0.00,27452.30,BANK_002,PFSET_00001916,PAY_063268,PAY_060023
SET_001917,2026-02-14T02:13:55,PayFlow,INR,36,52443.88,0.00,52443.88,BANK_002,PFSET_00001917,PAY_064657,PAY_066950
SET_001918,2026-02-13T13:49:06,PayFlow,INR,30,32109.52,0.00,32109.52,BANK_002,PFSET_00001918,PAY_065142,PAY_063860
SET_001919,2026-02-13T20:03:36,PayFlow,INR,33,34527.60,0.00,34527.60,BANK_002,PFSET_00001919,PAY_059618,PAY_064482
SET_001920,2026-02-14T23:56:46,PayFlow,INR,35,37646.72,0.00,37646.72,BANK_002,PFSET_00001920,PAY_060483,PAY_061988
SET_001921,2026-02-14T23:15:03,PayFlow,INR,34,40049.58,0.00,40049.58,BANK_002,PFSET_00001921,PAY_062058,PAY_061578
SET_001922,2026-02-17T01:10:10,PayFlow,INR,25,29839.58,0.00,29839.58,BANK_002,PFSET_00001922,PAY_062140,PAY_059980
SET_001923,2026-02-16T01:02:12,PayFlow,INR,36,37152.55,0.00,37152.55,BANK_002,PFSET_00001923,PAY_063942,PAY_063705
SET_001924,2026-02-16T02:41:15,PayFlow,INR,35,43013.84,1205.96,41807.88,BANK_002,PFSET_00001924,PAY_061045,PAY_067072
SET_001925,2026-02-14T23:00:54,PayFlow,INR,32,48010.01,0.00,48010.01,BANK_002,PFSET_00001925,PAY_060510,PAY_065592
SET_001926,2026-02-14T05:17:56,PayFlow,INR,31,41446.97,2133.26,39313.71,BANK_002,PFSET_00001926,PAY_068012,PAY_067778
SET_001927,2026-02-14T20:08:25,PayFlow,INR,41,40857.79,0.00,40857.79,BANK_002,PFSET_00001927,PAY_065076,PAY_062642
SET_001928,2026-02-16T15:22:29,PayFlow,INR,29,27086.00,0.00,27086.00,BANK_002,PFSET_00001928,PAY_060676,PAY_059948
SET_001929,2026-02-17T22:05:39,PayFlow,INR,40,48515.31,1765.28,46750.03,BANK_002,PFSET_00001929,PAY_059569,PAY_060063
SET_001930,2026-02-17T00:20:20,PayFlow,INR,38,43152.94,0.00,43152.94,BANK_002,PFSET_00001930,PAY_066878,PAY_061992
SET_001931,2026-02-15T22:59:21,PayFlow,INR,40,45976.65,1176.07,44800.58,BANK_002,PFSET_00001931,PAY_066193,PAY_061403
SET_001932,2026-02-17T00:41:44,PayFlow,INR,38,40726.49,0.00,40726.49,BANK_002,PFSET_00001932,PAY_063281,PAY_066100
SET_001933,2026-02-18T02:54:52,PayFlow,INR,33,47232.34,0.00,47232.34,BANK_002,PFSET_00001933,PAY_060177,PAY_062000
SET_001934,2026-02-16T06:45:17,PayFlow,INR,35,36578.04,0.00,36578.04,BANK_002,PFSET_00001934,PAY_067898,PAY_066329
SET_001935,2026-02-18T18:55:40,PayFlow,INR,38,47602.87,0.00,47602.87,BANK_002,PFSET_00001935,PAY_060344,PAY_063684
SET_001936,2026-02-16T20:48:37,PayFlow,INR,37,40698.30,0.00,40698.30,BANK_002,PFSET_00001936,PAY_061757,PAY_064166
SET_001937,2026-02-17T17:48:39,PayFlow,INR,32,32248.11,0.00,32248.11,BANK_002,PFSET_00001937,PAY_065292,PAY_060792
SET_001938,2026-02-18T01:38:02,PayFlow,INR,35,40773.34,5101.14,35672.20,BANK_002,PFSET_00001938,PAY_066476,PAY_061245
SET_001939,2026-02-17T02:36:42,PayFlow,INR,41,46926.46,0.00,46926.46,BANK_002,PFSET_00001939,PAY_064749,PAY_061759
SET_001940,2026-02-15T22:31:41,PayFlow,INR,32,38069.10,0.00,38069.10,BANK_002,PFSET_00001940,PAY_060059,PAY_061753
SET_001941,2026-02-18T02:29:59,PayFlow,INR,32,47587.00,0.00,47587.00,BANK_002,PFSET_00001941,PAY_067832,PAY_062639
SET_001942,2026-02-17T06:12:13,PayFlow,INR,38,49264.09,0.00,49264.09,BANK_002,PFSET_00001942,PAY_061621,PAY_064043
SET_001943,2026-02-16T12:14:13,PayFlow,INR,45,46481.51,0.00,46481.51,BANK_002,PFSET_00001943,PAY_065744,PAY_067422
SET_001944,2026-02-18T21:04:23,PayFlow,INR,34,48675.79,0.00,48675.79,BANK_002,PFSET_00001944,PAY_063758,PAY_067601
SET_001945,2026-02-18T17:46:37,PayFlow,INR,32,40992.88,0.00,40992.88,BANK_002,PFSET_00001945,PAY_065622,PAY_062836
SET_001946,2026-02-17T23:18:17,PayFlow,INR,33,36214.11,640.03,35574.08,BANK_002,PFSET_00001946,PAY_068030,PAY_059630
SET_001947,2026-02-16T23:29:39,PayFlow,INR,35,41706.12,0.00,41706.12,BANK_002,PFSET_00001947,PAY_060232,PAY_065616
SET_001948,2026-02-19T01:21:40,PayFlow,INR,33,42994.14,0.00,42994.14,BANK_002,PFSET_00001948,PAY_061284,PAY_063239
SET_001949,2026-02-16T21:26:13,PayFlow,INR,31,29385.13,0.00,29385.13,BANK_002,PFSET_00001949,PAY_061679,PAY_066528
SET_001950,2026-02-19T03:19:03,PayFlow,INR,38,45313.33,0.00,45313.33,BANK_002,PFSET_00001950,PAY_066481,PAY_062102
SET_001951,2026-02-20T06:47:48,PayFlow,INR,34,39604.15,0.00,39604.15,BANK_002,PFSET_00001951,PAY_067480,PAY_066850
SET_001952,2026-02-18T20:47:44,PayFlow,INR,32,47735.74,0.00,47735.74,BANK_002,PFSET_00001952,PAY_064646,PAY_062751
SET_001953,2026-02-19T16:44:23,PayFlow,INR,32,41841.54,0.00,41841.54,BANK_002,PFSET_00001953,PAY_062963,PAY_065144
SET_001954,2026-02-19T23:24:37,PayFlow,INR,36,47283.31,0.00,47283.31,BANK_002,PFSET_00001954,PAY_062353,PAY_067236
SET_001955,2026-02-20T21:12:55,PayFlow,INR,34,33907.16,0.00,33907.16,BANK_002,PFSET_00001955,PAY_066620,PAY_062814
SET_001956,2026-02-18T00:52:39,PayFlow,INR,25,36754.80,0.00,36754.80,BANK_002,PFSET_00001956,PAY_060348,PAY_061805
SET_001957,2026-02-18T21:56:13,PayFlow,INR,36,52919.40,0.00,52919.40,BANK_002,PFSET_00001957,PAY_060526,PAY_064477
