vendor_invoice_id,vendor_id,vendor_category,invoice_date,due_date,invoice_type,description,subtotal,tax_amount,total_amount,currency,status,purchase_reference,handles_cod
VINV_004547,VEND_000025,GOODS,2026-04-02T10:20:00,2026-05-02T10:20:00,GOODS,Inventory replenishment,70260.00,12646.80,82906.80,INR,APPROVED,PO_00004547,N
VINV_004548,VEND_000042,GOODS,2026-04-10T10:15:00,2026-05-10T10:15:00,GOODS,Merchandise procurement,92044.00,16567.92,108611.92,INR,APPROVED,PO_00004548,N
VINV_004549,VEND_000071,GOODS,2026-04-13T10:35:00,2026-05-13T10:35:00,GOODS,Merchandise procurement,45500.00,8190.00,53690.00,INR,APPROVED,PO_00004549,N
VINV_004550,VEND_000054,GOODS,2026-04-07T10:42:00,2026-05-22T10:42:00,GOODS,Inventory replenishment,206466.00,37163.88,243629.88,INR,APPROVED,PO_00004550,N
VINV_004551,VEND_000008,GOODS,2026-04-14T10:34:00,2026-05-14T10:34:00,GOODS,Product stock replenishment,163253.00,0.00,163253.00,INR,APPROVED,PO_00004551,N
VINV_004552,VEND_000021,GOODS,2026-04-15T10:59:00,2026-05-30T10:59:00,GOODS,Merchandise procurement,164901.00,29682.18,194583.18,INR,APPROVED,PO_00004552,N
VINV_004553,VEND_000030,GOODS,2026-04-19T10:56:00,2026-05-19T10:56:00,GOODS,Merchandise procurement,91480.00,16466.40,107946.40,INR,APPROVED,PO_00004553,N
VINV_004554,VEND_000065,GOODS,2026-04-14T10:43:00,2026-05-14T10:43:00,GOODS,Merchandise procurement,204754.00,36855.72,241609.72,INR,APPROVED,PO_00004554,N
VINV_004555,VEND_000028,GOODS,2026-04-15T10:57:00,2026-05-15T10:57:00,GOODS,Inventory replenishment,171786.00,30921.48,202707.48,INR,APPROVED,PO_00004555,N
VINV_004556,VEND_000065,GOODS,2026-04-22T10:07:00,2026-05-22T10:07:00,GOODS,Product stock replenishment,133138.00,23964.84,157102.84,INR,APPROVED,PO_00004556,N
VINV_004557,VEND_000023,GOODS,2026-04-16T10:06:00,2026-05-31T10:06:00,GOODS,Merchandise procurement,149241.00,26863.38,176104.38,INR,APPROVED,PO_00004557,N
VINV_004558,VEND_000056,GOODS,2026-04-11T10:49:00,2026-05-26T10:49:00,GOODS,Inventory replenishment,189742.00,34153.56,223895.56,INR,APPROVED,PO_00004558,N
VINV_004559,VEND_000001,GOODS,2026-04-08T10:09:00,2026-05-08T10:09:00,GOODS,Merchandise procurement,64499.00,11609.82,76108.82,INR,APPROVED,PO_00004559,N
VINV_004560,VEND_000026,GOODS,2026-04-24T10:38:00,2026-06-08T10:38:00,GOODS,Merchandise procurement,104142.00,18745.56,122887.56,INR,APPROVED,PO_00004560,N
VINV_004561,VEND_000013,GOODS,2026-04-18T10:46:00,2026-06-02T10:46:00,GOODS,Merchandise procurement,186705.00,33606.90,220311.90,INR,APPROVED,PO_00004561,N
VINV_004562,VEND_000045,GOODS,2026-04-16T10:47:00,2026-05-16T10:47:00,GOODS,Inventory replenishment,93977.00,16915.86,110892.86,INR,APPROVED,PO_00004562,N
VINV_004563,VEND_000068,GOODS,2026-04-12T10:45:00,2026-05-12T10:45:00,GOODS,Inventory replenishment,170008.00,30601.44,200609.44,INR,APPROVED,PO_00004563,N
VINV_004564,VEND_000052,GOODS,2026-04-17T10:24:00,2026-05-17T10:24:00,GOODS,Inventory replenishment,171426.00,30856.68,202282.68,INR,APPROVED,PO_00004564,N
VINV_004565,VEND_000084,GOODS,2026-04-15T10:48:00,2026-05-30T10:48:00,GOODS,Packaging and merchandise supplies,56389.00,10150.02,66539.02,INR,APPROVED,PO_00004565,N
VINV_004566,VEND_000075,GOODS,2026-04-02T10:40:00,2026-05-17T10:40:00,GOODS,Inventory replenishment,88790.00,15982.20,104772.20,INR,APPROVED,PO_00004566,N
VINV_004567,VEND_000084,GOODS,2026-04-09T10:49:00,2026-05-24T10:49:00,GOODS,Inventory replenishment,114835.00,20670.30,135505.30,INR,APPROVED,PO_00004567,N
VINV_004568,VEND_000080,GOODS,2026-04-16T10:38:00,2026-05-31T10:38:00,GOODS,Product stock replenishment,78406.00,14113.08,92519.08,INR,APPROVED,PO_00004568,N
VINV_004569,VEND_000053,GOODS,2026-04-16T10:58:00,2026-05-16T10:58:00,GOODS,Inventory replenishment,75612.00,0.00,75612.00,INR,APPROVED,PO_00004569,N
VINV_004570,VEND_000046,GOODS,2026-04-15T10:37:00,2026-05-30T10:37:00,GOODS,Merchandise procurement,200561.00,36100.98,236661.98,INR,APPROVED,PO_00004570,N
VINV_004571,VEND_000070,GOODS,2026-04-13T10:42:00,2026-05-28T10:42:00,GOODS,Product stock replenishment,123357.00,22204.26,145561.26,INR,APPROVED,PO_00004571,N
VINV_004572,VEND_000023,GOODS,2026-04-24T10:52:00,2026-06-08T10:52:00,GOODS,Merchandise procurement,49361.00,8884.98,58245.98,INR,APPROVED,PO_00004572,N
VINV_004573,VEND_000090,GOODS,2026-04-14T10:23:00,2026-05-14T10:23:00,GOODS,Product stock replenishment,147443.00,26539.74,173982.74,INR,APPROVED,PO_00004573,N
VINV_004574,VEND_000069,GOODS,2026-04-07T10:39:00,2026-05-22T10:39:00,GOODS,Packaging and merchandise supplies,145787.00,26241.66,172028.66,INR,APPROVED,PO_00004574,N
VINV_004575,VEND_000074,GOODS,2026-04-06T10:20:00,2026-05-06T10:20:00,GOODS,Product stock replenishment,69694.00,12544.92,82238.92,INR,APPROVED,PO_00004575,N
VINV_004576,VEND_000027,GOODS,2026-04-21T10:32:00,2026-06-05T10:32:00,GOODS,Merchandise procurement,125752.00,22635.36,148387.36,INR,APPROVED,PO_00004576,N
VINV_004577,VEND_000044,GOODS,2026-04-09T10:38:00,2026-05-09T10:38:00,GOODS,Packaging and merchandise supplies,130498.00,23489.64,153987.64,INR,APPROVED,PO_00004577,N
VINV_004578,VEND_000086,GOODS,2026-04-22T10:40:00,2026-05-22T10:40:00,GOODS,Inventory replenishment,159073.00,0.00,159073.00,INR,APPROVED,PO_00004578,N
VINV_004579,VEND_000057,GOODS,2026-04-06T10:37:00,2026-05-06T10:37:00,GOODS,Inventory replenishment,123082.00,22154.76,145236.76,INR,APPROVED,PO_00004579,N
VINV_004580,VEND_000057,GOODS,2026-04-22T10:30:00,2026-05-22T10:30:00,GOODS,Merchandise procurement,115285.00,20751.30,136036.30,INR,APPROVED,PO_00004580,N
VINV_004581,VEND_000080,GOODS,2026-04-15T10:37:00,2026-05-30T10:37:00,GOODS,Packaging and merchandise supplies,153004.00,27540.72,180544.72,INR,APPROVED,PO_00004581,N
VINV_004582,VEND_000009,GOODS,2026-04-20T10:39:00,2026-06-04T10:39:00,GOODS,Product stock replenishment,159785.00,28761.30,188546.30,INR,APPROVED,PO_00004582,N
VINV_004583,VEND_000063,GOODS,2026-04-19T10:00:00,2026-05-19T10:00:00,GOODS,Product stock replenishment,50660.00,9118.80,59778.80,INR,APPROVED,PO_00004583,N
VINV_004584,VEND_000040,GOODS,2026-04-10T10:35:00,2026-05-25T10:35:00,GOODS,Packaging and merchandise supplies,175555.00,31599.90,207154.90,INR,APPROVED,PO_00004584,N
VINV_004585,VEND_000088,GOODS,2026-04-20T10:18:00,2026-05-20T10:18:00,GOODS,Product stock replenishment,206954.00,37251.72,244205.72,INR,APPROVED,PO_00004585,N
VINV_004586,VEND_000036,GOODS,2026-04-18T10:12:00,2026-05-18T10:12:00,GOODS,Packaging and merchandise supplies,64731.00,11651.58,76382.58,INR,APPROVED,PO_00004586,N
VINV_004587,VEND_000015,GOODS,2026-04-16T10:15:00,2026-05-31T10:15:00,GOODS,Packaging and merchandise supplies,152728.00,27491.04,180219.04,INR,APPROVED,PO_00004587,N
VINV_004588,VEND_000059,GOODS,2026-04-22T10:21:00,2026-05-22T10:21:00,GOODS,Merchandise procurement,181049.00,32588.82,213637.82,INR,APPROVED,PO_00004588,N
VINV_004589,VEND_000052,GOODS,2026-04-19T10:51:00,2026-05-19T10:51:00,GOODS,Inventory replenishment,197443.00,35539.74,232982.74,INR,APPROVED,PO_00004589,N
VINV_004590,VEND_000049,GOODS,2026-04-20T10:34:00,2026-05-20T10:34:00,GOODS,Inventory replenishment,121799.00,21923.82,143722.82,INR,APPROVED,PO_00004590,N
VINV_004591,VEND_000034,GOODS,2026-04-12T10:00:00,2026-05-12T10:00:00,GOODS,Merchandise procurement,121025.00,21784.50,142809.50,INR,APPROVED,PO_00004591,N
VINV_004592,VEND_000085,GOODS,2026-04-18T10:51:00,2026-06-02T10:51:00,GOODS,Product stock replenishment,212774.00,38299.32,251073.32,INR,APPROVED,PO_00004592,N
VINV_004593,VEND_000002,GOODS,2026-04-07T10:07:00,2026-05-22T10:07:00,GOODS,Inventory replenishment,130633.00,23513.94,154146.94,INR,APPROVED,PO_00004593,N
VINV_004594,VEND_000021,GOODS,2026-04-06T10:29:00,2026-05-21T10:29:00,GOODS,Inventory replenishment,149456.00,26902.08,176358.08,INR,APPROVED,PO_00004594,N
VINV_004595,VEND_000051,GOODS,2026-04-11T10:35:00,2026-05-26T10:35:00,GOODS,Inventory replenishment,149913.00,26984.34,176897.34,INR,APPROVED,PO_00004595,N
VINV_004596,VEND_000003,GOODS,2026-04-07T10:17:00,2026-05-07T10:17:00,GOODS,Packaging and merchandise supplies,187701.00,33786.18,221487.18,INR,APPROVED,PO_00004596,N
VINV_004597,VEND_000046,GOODS,2026-04-05T10:49:00,2026-05-20T10:49:00,GOODS,Merchandise procurement,181336.00,32640.48,213976.48,INR,APPROVED,PO_00004597,N
VINV_004598,VEND_000001,GOODS,2026-04-19T10:36:00,2026-05-19T10:36:00,GOODS,Merchandise procurement,190825.00,34348.50,225173.50,INR,APPROVED,PO_00004598,N
VINV_004599,VEND_000086,GOODS,2026-04-12T10:30:00,2026-05-12T10:30:00,GOODS,Packaging and merchandise supplies,55786.00,0.00,55786.00,INR,APPROVED,PO_00004599,N
VINV_004600,VEND_000086,GOODS,2026-04-19T10:15:00,2026-05-19T10:15:00,GOODS,Product stock replenishment,186782.00,0.00,186782.00,INR,APPROVED,PO_00004600,N
VINV_004601,VEND_000034,GOODS,2026-04-19T10:22:00,2026-05-19T10:22:00,GOODS,Product stock replenishment,72783.00,13100.94,85883.94,INR,APPROVED,PO_00004601,N
VINV_004602,VEND_000031,GOODS,2026-04-06T10:59:00,2026-05-06T10:59:00,GOODS,Product stock replenishment,48819.00,8787.42,57606.42,INR,APPROVED,PO_00004602,N
VINV_004603,VEND_000048,GOODS,2026-04-03T10:00:00,2026-05-03T10:00:00,GOODS,Merchandise procurement,48335.00,8700.30,57035.30,INR,APPROVED,PO_00004603,N
VINV_004604,VEND_000102,LOGISTICS,2026-04-24T11:25:00,2026-05-14T11:25:00,LOGISTICS,Outbound logistics services,69167.00,12450.06,81617.06,INR,APPROVED,LOG_00004604,Y
VINV_004605,VEND_000110,LOGISTICS,2026-04-23T11:13:00,2026-05-08T11:13:00,LOGISTICS,Outbound logistics services,64647.00,11636.46,76283.46,INR,APPROVED,LOG_00004605,Y
VINV_004606,VEND_000102,LOGISTICS,2026-04-12T11:06:00,2026-05-02T11:06:00,LOGISTICS,COD collection and remittance services,68777.00,12379.86,81156.86,INR,APPROVED,LOG_00004606,Y
VINV_004607,VEND_000097,LOGISTICS,2026-04-20T11:42:00,2026-05-20T11:42:00,LOGISTICS,COD collection and remittance services,75445.00,13580.10,89025.10,INR,APPROVED,LOG_00004607,Y
VINV_004608,VEND_000109,LOGISTICS,2026-04-19T11:48:00,2026-05-04T11:48:00,LOGISTICS,Reverse logistics services,24787.00,4461.66,29248.66,INR,APPROVED,LOG_00004608,Y
VINV_004609,VEND_000091,LOGISTICS,2026-04-19T11:30:00,2026-05-09T11:30:00,LOGISTICS,Last-mile delivery services,33507.00,6031.26,39538.26,INR,APPROVED,LOG_00004609,Y
VINV_004610,VEND_000092,LOGISTICS,2026-04-06T11:40:00,2026-05-06T11:40:00,LOGISTICS,Last-mile delivery services,22093.00,3976.74,26069.74,INR,APPROVED,LOG_00004610,Y
VINV_004611,VEND_000094,LOGISTICS,2026-04-10T11:17:00,2026-04-30T11:17:00,LOGISTICS,COD collection and remittance services,24239.00,4363.02,28602.02,INR,APPROVED,LOG_00004611,Y
VINV_004612,VEND_000099,LOGISTICS,2026-04-22T11:38:00,2026-05-22T11:38:00,LOGISTICS,Outbound logistics services,35239.00,6343.02,41582.02,INR,APPROVED,LOG_00004612,Y
VINV_004613,VEND_000099,LOGISTICS,2026-04-16T11:35:00,2026-05-16T11:35:00,LOGISTICS,Reverse logistics services,62950.00,11331.00,74281.00,INR,APPROVED,LOG_00004613,Y
VINV_004614,VEND_000102,LOGISTICS,2026-04-12T11:02:00,2026-05-02T11:02:00,LOGISTICS,Reverse logistics services,39605.00,7128.90,46733.90,INR,APPROVED,LOG_00004614,Y
VINV_004615,VEND_000095,LOGISTICS,2026-04-13T11:58:00,2026-05-03T11:58:00,LOGISTICS,COD collection and remittance services,33313.00,5996.34,39309.34,INR,APPROVED,LOG_00004615,Y
VINV_004616,VEND_000104,LOGISTICS,2026-04-07T11:20:00,2026-05-07T11:20:00,LOGISTICS,Reverse logistics services,80611.00,0.00,80611.00,INR,APPROVED,LOG_00004616,Y
VINV_004617,VEND_000096,LOGISTICS,2026-04-06T11:38:00,2026-04-26T11:38:00,LOGISTICS,Outbound logistics services,41697.00,7505.46,49202.46,INR,APPROVED,LOG_00004617,Y
VINV_004618,VEND_000097,LOGISTICS,2026-04-17T11:50:00,2026-05-17T11:50:00,LOGISTICS,Outbound logistics services,56652.00,10197.36,66849.36,INR,APPROVED,LOG_00004618,Y
VINV_004619,VEND_000100,LOGISTICS,2026-04-15T11:19:00,2026-05-15T11:19:00,LOGISTICS,COD collection and remittance services,80967.00,14574.06,95541.06,INR,APPROVED,LOG_00004619,Y
VINV_004620,VEND_000101,LOGISTICS,2026-04-22T11:14:00,2026-05-12T11:14:00,LOGISTICS,Reverse logistics services,66806.00,12025.08,78831.08,INR,APPROVED,LOG_00004620,Y
VINV_004621,VEND_000094,LOGISTICS,2026-04-20T11:14:00,2026-05-10T11:14:00,LOGISTICS,COD collection and remittance services,48377.00,8707.86,57084.86,INR,APPROVED,LOG_00004621,Y
VINV_004622,VEND_000093,LOGISTICS,2026-04-12T11:21:00,2026-05-02T11:21:00,LOGISTICS,COD collection and remittance services,35980.00,0.00,35980.00,INR,APPROVED,LOG_00004622,Y
VINV_004623,VEND_000096,LOGISTICS,2026-04-03T11:47:00,2026-04-23T11:47:00,LOGISTICS,Last-mile delivery services,25386.00,4569.48,29955.48,INR,APPROVED,LOG_00004623,Y
VINV_004624,VEND_000096,LOGISTICS,2026-04-05T11:59:00,2026-04-25T11:59:00,LOGISTICS,Reverse logistics services,29980.00,5396.40,35376.40,INR,APPROVED,LOG_00004624,Y
VINV_004625,VEND_000095,LOGISTICS,2026-04-18T11:10:00,2026-05-08T11:10:00,LOGISTICS,Reverse logistics services,78727.00,14170.86,92897.86,INR,APPROVED,LOG_00004625,Y
VINV_004626,VEND_000108,LOGISTICS,2026-04-26T11:15:00,2026-05-11T11:15:00,LOGISTICS,COD collection and remittance services,89509.00,16111.62,105620.62,INR,APPROVED,LOG_00004626,Y
VINV_004627,VEND_000101,LOGISTICS,2026-04-13T11:10:00,2026-05-03T11:10:00,LOGISTICS,Last-mile delivery services,90632.00,16313.76,106945.76,INR,APPROVED,LOG_00004627,Y
VINV_004628,VEND_000100,LOGISTICS,2026-04-24T11:53:00,2026-05-24T11:53:00,LOGISTICS,COD collection and remittance services,40323.00,7258.14,47581.14,INR,APPROVED,LOG_00004628,Y
VINV_004629,VEND_000101,LOGISTICS,2026-04-15T11:07:00,2026-05-05T11:07:00,LOGISTICS,COD collection and remittance services,31291.00,5632.38,36923.38,INR,APPROVED,LOG_00004629,Y
VINV_004630,VEND_000110,LOGISTICS,2026-04-17T11:04:00,2026-05-02T11:04:00,LOGISTICS,Outbound logistics services,29014.00,5222.52,34236.52,INR,APPROVED,LOG_00004630,Y
VINV_004631,VEND_000092,LOGISTICS,2026-04-23T11:03:00,2026-05-23T11:03:00,LOGISTICS,COD collection and remittance services,87349.00,15722.82,103071.82,INR,APPROVED,LOG_00004631,Y
VINV_004632,VEND_000093,LOGISTICS,2026-04-17T11:29:00,2026-05-07T11:29:00,LOGISTICS,COD collection and remittance services,51859.00,0.00,51859.00,INR,APPROVED,LOG_00004632,Y
VINV_004633,VEND_000098,LOGISTICS,2026-04-23T11:13:00,2026-05-23T11:13:00,LOGISTICS,COD collection and remittance services,65988.00,0.00,65988.00,INR,APPROVED,LOG_00004633,Y
VINV_004634,VEND_000100,LOGISTICS,2026-04-19T11:46:00,2026-05-19T11:46:00,LOGISTICS,COD collection and remittance services,75456.00,13582.08,89038.08,INR,APPROVED,LOG_00004634,Y
VINV_004635,VEND_000105,LOGISTICS,2026-04-14T11:37:00,2026-04-29T11:37:00,LOGISTICS,COD collection and remittance services,33608.00,6049.44,39657.44,INR,APPROVED,LOG_00004635,Y
VINV_004636,VEND_000109,LOGISTICS,2026-04-09T11:16:00,2026-04-24T11:16:00,LOGISTICS,COD collection and remittance services,78222.00,14079.96,92301.96,INR,APPROVED,LOG_00004636,Y
VINV_004637,VEND_000110,LOGISTICS,2026-04-04T11:21:00,2026-04-19T11:21:00,LOGISTICS,Last-mile delivery services,44630.00,8033.40,52663.40,INR,APPROVED,LOG_00004637,Y
VINV_004638,VEND_000108,LOGISTICS,2026-04-10T11:12:00,2026-04-25T11:12:00,LOGISTICS,Outbound logistics services,21969.00,3954.42,25923.42,INR,APPROVED,LOG_00004638,Y
VINV_004639,VEND_000104,LOGISTICS,2026-04-05T11:44:00,2026-05-05T11:44:00,LOGISTICS,Last-mile delivery services,28898.00,0.00,28898.00,INR,APPROVED,LOG_00004639,Y
VINV_004640,VEND_000107,LOGISTICS,2026-04-16T11:59:00,2026-05-16T11:59:00,LOGISTICS,Outbound logistics services,41883.00,7538.94,49421.94,INR,APPROVED,LOG_00004640,Y
VINV_004641,VEND_000107,LOGISTICS,2026-04-08T11:51:00,2026-05-08T11:51:00,LOGISTICS,Outbound logistics services,88116.00,15860.88,103976.88,INR,APPROVED,LOG_00004641,Y
VINV_004642,VEND_000096,LOGISTICS,2026-04-20T11:30:00,2026-05-10T11:30:00,LOGISTICS,Last-mile delivery services,80903.00,14562.54,95465.54,INR,APPROVED,LOG_00004642,Y
VINV_004643,VEND_000108,LOGISTICS,2026-04-08T11:20:00,2026-04-23T11:20:00,LOGISTICS,Outbound logistics services,74989.00,13498.02,88487.02,INR,APPROVED,LOG_00004643,Y
VINV_004644,VEND_000094,LOGISTICS,2026-04-25T11:19:00,2026-05-15T11:19:00,LOGISTICS,Reverse logistics services,76349.00,13742.82,90091.82,INR,APPROVED,LOG_00004644,Y
VINV_004645,VEND_000097,LOGISTICS,2026-04-26T11:14:00,2026-05-26T11:14:00,LOGISTICS,Reverse logistics services,60917.00,10965.06,71882.06,INR,APPROVED,LOG_00004645,Y
VINV_004646,VEND_000107,LOGISTICS,2026-04-06T11:32:00,2026-05-06T11:32:00,LOGISTICS,Outbound logistics services,24553.00,4419.54,28972.54,INR,APPROVED,LOG_00004646,Y
VINV_004647,VEND_000106,LOGISTICS,2026-04-12T11:17:00,2026-05-12T11:17:00,LOGISTICS,Reverse logistics services,42640.00,7675.20,50315.20,INR,APPROVED,LOG_00004647,Y
VINV_004648,VEND_000106,LOGISTICS,2026-04-26T11:24:00,2026-05-26T11:24:00,LOGISTICS,Last-mile delivery services,76024.00,13684.32,89708.32,INR,APPROVED,LOG_00004648,Y
VINV_004649,VEND_000103,LOGISTICS,2026-04-12T11:14:00,2026-04-27T11:14:00,LOGISTICS,Last-mile delivery services,26559.00,4780.62,31339.62,INR,APPROVED,LOG_00004649,Y
VINV_004650,VEND_000095,LOGISTICS,2026-04-11T11:56:00,2026-05-01T11:56:00,LOGISTICS,Reverse logistics services,93443.00,16819.74,110262.74,INR,APPROVED,LOG_00004650,Y
VINV_004651,VEND_000104,LOGISTICS,2026-04-13T11:03:00,2026-05-13T11:03:00,LOGISTICS,Outbound logistics services,52339.00,0.00,52339.00,INR,APPROVED,LOG_00004651,Y
VINV_004652,VEND_000094,LOGISTICS,2026-04-20T11:38:00,2026-05-10T11:38:00,LOGISTICS,COD collection and remittance services,24320.00,4377.60,28697.60,INR,APPROVED,LOG_00004652,Y
VINV_004653,VEND_000109,LOGISTICS,2026-04-20T11:57:00,2026-05-05T11:57:00,LOGISTICS,Last-mile delivery services,20223.00,3640.14,23863.14,INR,APPROVED,LOG_00004653,Y
VINV_004654,VEND_000101,LOGISTICS,2026-04-06T11:45:00,2026-04-26T11:45:00,LOGISTICS,Outbound logistics services,39459.00,7102.62,46561.62,INR,APPROVED,LOG_00004654,Y
VINV_004655,VEND_000104,LOGISTICS,2026-04-12T11:57:00,2026-05-12T11:57:00,LOGISTICS,COD collection and remittance services,86428.00,0.00,86428.00,INR,APPROVED,LOG_00004655,Y
VINV_004656,VEND_000100,LOGISTICS,2026-04-11T11:47:00,2026-05-11T11:47:00,LOGISTICS,COD collection and remittance services,69100.00,12438.00,81538.00,INR,APPROVED,LOG_00004656,Y
VINV_004657,VEND_000110,LOGISTICS,2026-04-21T11:23:00,2026-05-06T11:23:00,LOGISTICS,Reverse logistics services,78007.00,14041.26,92048.26,INR,APPROVED,LOG_00004657,Y
VINV_004658,VEND_000102,LOGISTICS,2026-04-13T11:40:00,2026-05-03T11:40:00,LOGISTICS,COD collection and remittance services,82261.00,14806.98,97067.98,INR,APPROVED,LOG_00004658,Y
VINV_004659,VEND_000095,LOGISTICS,2026-04-26T11:07:00,2026-05-16T11:07:00,LOGISTICS,Outbound logistics services,85936.00,15468.48,101404.48,INR,APPROVED,LOG_00004659,Y
VINV_004660,VEND_000093,LOGISTICS,2026-04-26T11:37:00,2026-05-16T11:37:00,LOGISTICS,Reverse logistics services,75816.00,0.00,75816.00,INR,APPROVED,LOG_00004660,Y
VINV_004661,VEND_000110,LOGISTICS,2026-04-07T11:19:00,2026-04-22T11:19:00,LOGISTICS,Last-mile delivery services,27696.00,4985.28,32681.28,INR,APPROVED,LOG_00004661,Y
VINV_004662,VEND_000105,LOGISTICS,2026-04-17T11:00:00,2026-05-02T11:00:00,LOGISTICS,COD collection and remittance services,28741.00,5173.38,33914.38,INR,APPROVED,LOG_00004662,Y
VINV_004663,VEND_000107,LOGISTICS,2026-04-11T11:59:00,2026-05-11T11:59:00,LOGISTICS,COD collection and remittance services,57223.00,10300.14,67523.14,INR,APPROVED,LOG_00004663,Y
VINV_004664,VEND_000099,LOGISTICS,2026-04-16T11:31:00,2026-05-16T11:31:00,LOGISTICS,Last-mile delivery services,45015.00,8102.70,53117.70,INR,APPROVED,LOG_00004664,Y
VINV_004665,VEND_000103,LOGISTICS,2026-04-06T11:05:00,2026-04-21T11:05:00,LOGISTICS,Last-mile delivery services,86599.00,15587.82,102186.82,INR,APPROVED,LOG_00004665,Y
VINV_004666,VEND_000091,LOGISTICS,2026-04-19T11:32:00,2026-05-09T11:32:00,LOGISTICS,COD collection and remittance services,45514.00,8192.52,53706.52,INR,APPROVED,LOG_00004666,Y
VINV_004667,VEND_000108,LOGISTICS,2026-04-05T11:36:00,2026-04-20T11:36:00,LOGISTICS,Last-mile delivery services,32952.00,5931.36,38883.36,INR,APPROVED,LOG_00004667,Y
VINV_004668,VEND_000106,LOGISTICS,2026-04-05T11:17:00,2026-05-05T11:17:00,LOGISTICS,COD collection and remittance services,88617.00,15951.06,104568.06,INR,APPROVED,LOG_00004668,Y
VINV_004669,VEND_000091,LOGISTICS,2026-04-23T11:54:00,2026-05-13T11:54:00,LOGISTICS,Last-mile delivery services,93085.00,16755.30,109840.30,INR,APPROVED,LOG_00004669,Y
VINV_004670,VEND_000105,LOGISTICS,2026-04-21T11:03:00,2026-05-06T11:03:00,LOGISTICS,COD collection and remittance services,79343.00,14281.74,93624.74,INR,APPROVED,LOG_00004670,Y
VINV_004671,VEND_000108,LOGISTICS,2026-04-16T11:37:00,2026-05-01T11:37:00,LOGISTICS,Last-mile delivery services,73735.00,13272.30,87007.30,INR,APPROVED,LOG_00004671,Y
VINV_004672,VEND_000102,LOGISTICS,2026-04-23T11:53:00,2026-05-13T11:53:00,LOGISTICS,COD collection and remittance services,29721.00,5349.78,35070.78,INR,APPROVED,LOG_00004672,Y
VINV_004673,VEND_000108,LOGISTICS,2026-04-26T11:29:00,2026-05-11T11:29:00,LOGISTICS,Outbound logistics services,20708.00,3727.44,24435.44,INR,APPROVED,LOG_00004673,Y
VINV_004674,VEND_000101,LOGISTICS,2026-04-07T11:43:00,2026-04-27T11:43:00,LOGISTICS,Reverse logistics services,43579.00,7844.22,51423.22,INR,APPROVED,LOG_00004674,Y
VINV_004675,VEND_000094,LOGISTICS,2026-04-21T11:15:00,2026-05-11T11:15:00,LOGISTICS,Outbound logistics services,33972.00,6114.96,40086.96,INR,APPROVED,LOG_00004675,Y
VINV_004676,VEND_000108,LOGISTICS,2026-04-21T11:30:00,2026-05-06T11:30:00,LOGISTICS,COD collection and remittance services,34469.00,6204.42,40673.42,INR,APPROVED,LOG_00004676,Y
VINV_004677,VEND_000101,LOGISTICS,2026-04-06T11:15:00,2026-04-26T11:15:00,LOGISTICS,Reverse logistics services,63817.00,11487.06,75304.06,INR,APPROVED,LOG_00004677,Y
VINV_004678,VEND_000092,LOGISTICS,2026-04-13T11:52:00,2026-05-13T11:52:00,LOGISTICS,Outbound logistics services,87614.00,15770.52,103384.52,INR,APPROVED,LOG_00004678,Y
VINV_004679,VEND_000094,LOGISTICS,2026-04-12T11:20:00,2026-05-02T11:20:00,LOGISTICS,Outbound logistics services,23598.00,4247.64,27845.64,INR,APPROVED,LOG_00004679,Y
VINV_004680,VEND_000100,LOGISTICS,2026-04-25T11:29:00,2026-05-25T11:29:00,LOGISTICS,Last-mile delivery services,45810.00,8245.80,54055.80,INR,APPROVED,LOG_00004680,Y
VINV_004681,VEND_000101,LOGISTICS,2026-04-18T11:13:00,2026-05-08T11:13:00,LOGISTICS,Reverse logistics services,87590.00,15766.20,103356.20,INR,APPROVED,LOG_00004681,Y
VINV_004682,VEND_000095,LOGISTICS,2026-04-05T11:13:00,2026-04-25T11:13:00,LOGISTICS,COD collection and remittance services,75654.00,13617.72,89271.72,INR,APPROVED,LOG_00004682,Y
VINV_004683,VEND_000110,LOGISTICS,2026-04-21T11:15:00,2026-05-06T11:15:00,LOGISTICS,Last-mile delivery services,70552.00,12699.36,83251.36,INR,APPROVED,LOG_00004683,Y
VINV_004684,VEND_000110,LOGISTICS,2026-04-25T11:00:00,2026-05-10T11:00:00,LOGISTICS,COD collection and remittance services,25910.00,4663.80,30573.80,INR,APPROVED,LOG_00004684,Y
VINV_004685,VEND_000104,LOGISTICS,2026-04-14T11:40:00,2026-05-14T11:40:00,LOGISTICS,COD collection and remittance services,29842.00,0.00,29842.00,INR,APPROVED,LOG_00004685,Y
VINV_004686,VEND_000098,LOGISTICS,2026-04-23T11:21:00,2026-05-23T11:21:00,LOGISTICS,Reverse logistics services,29265.00,0.00,29265.00,INR,APPROVED,LOG_00004686,Y
VINV_004687,VEND_000098,LOGISTICS,2026-04-18T11:36:00,2026-05-18T11:36:00,LOGISTICS,Last-mile delivery services,94648.00,0.00,94648.00,INR,APPROVED,LOG_00004687,Y
VINV_004688,VEND_000094,LOGISTICS,2026-04-15T11:18:00,2026-05-05T11:18:00,LOGISTICS,Last-mile delivery services,31272.00,5628.96,36900.96,INR,APPROVED,LOG_00004688,Y
VINV_004689,VEND_000110,LOGISTICS,2026-04-24T11:08:00,2026-05-09T11:08:00,LOGISTICS,Last-mile delivery services,23582.00,4244.76,27826.76,INR,APPROVED,LOG_00004689,Y
